388,45.92
382,57.62
291,45.61
273,49.01
358,44.97
405,56.88
139,36.48
630,72.50
555,80.67
425,62.04
624,74.02
511,65.01
608,71.36
549,69.76
616,69.14
554,74.97
616,70.08
448,73.08
460,74.43
551,77.06
473,65.69
624,63.09
244,47.38
248,58.35
347,55.97
307,55.62
287,54.98
211,53.55
121,41.58
203,57.18
241,50.74
222,41.42
319,50.63
419,46.92
302,48.24
414,50.49
354,46.40
330,40.79
315,46.19
309,44.21
351,48.82
293,57.91
427,58.17
275,55.78
242,44.40
342,38.30
365,52.52
513,61.44
484,48.30
307,42.34
355,58.39
112,49.78
405,53.36
360,52.33
449,55.23
345,54.68
433,48.49
409,53.19
295,54.53
264,52.28
223,51.74
226,45.93
